title,price,available_quantity,sold_quantity,listing_type_id,thumbnail_id,tags,use_thumbnail_id,order_backend,seller__id,seller__tags,seller__seller_reputation__transactions__total,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__completed,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__level_id,prices__prices,prices__reference_prices,installments__quantity,installments__amount,installments__rate,shipping__free_shipping,shipping__mode,shipping__tags,shipping__logistic_type,days_remaining,years_active
Apple iPhone 11 (64 Gb) - Blanco,166000.0,1,0,gold_special,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,19,637881417,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller']",3,0,0.0,1.0,0.0,3,0.0,0,365 days,0.0,0,365 days,365 days,3,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 166000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-21T22:29:35Z'}]",[],12,23540.18,70.17,True,me2,['mandatory_free_shipping'],drop_off,7290,0
Apple iPhone 11 (64 Gb) - (product)red,166000.0,1,0,gold_special,960745-MLA46114990453_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,20,637881417,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller']",3,0,0.0,1.0,0.0,3,0.0,0,365 days,0.0,0,365 days,365 days,3,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 166000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-21T22:31:42Z'}]",[],12,23540.18,70.17,True,me2,['mandatory_free_shipping'],drop_off,7290,0
iPhone 11 Pro Max 64 Gb Gris Espacial Mwhf2le/a,274219.0,1,0,gold_special,645254-MLA32646972200_102019,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,21,46132529,"['normal', 'user_info_verified', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller', 'messages_as_buyer']",14,5,0.0,1.0,0.0,9,0.0,0,365 days,0.0,2,365 days,365 days,9,0.2857,4,365 days,1_red,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 274219, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-29T22:57:44Z'}]",[],12,38886.54,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7239,10
iPhone 11 Pro Max 64 Gb Gris Espacial Mwhf2le/a,319170.0,1,0,gold_special,645254-MLA32646972200_102019,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,22,46132529,"['normal', 'user_info_verified', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller', 'messages_as_buyer']",14,5,0.0,1.0,0.0,9,0.0,0,365 days,0.0,2,365 days,365 days,9,0.2857,4,365 days,1_red,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 319170, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-29T22:57:46Z'}]",[],12,45260.97,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7206,10
iPhone 11 De 128gb Nuevos En C/ Cerrada Y Sellada Gtia 1 Año,160000.0,1,0,gold_special,865864-MLA46114990464_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,23,216591432,"['normal', 'user_info_verified', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",10,6,0.07,0.92,0.01,4,0.0,0,365 days,0.0,0,365 days,365 days,4,0.5,5,365 days,1_red,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 160000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-28T17:35:41Z'}]",[],12,22689.33,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7292,5
iPhone 11 128 Gb Morado - Sellado - Garantía Oficial,215000.0,1,0,gold_pro,980326-MLA43654417445_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,24,56471927,"['normal', 'user_info_verified', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",22,6,0.33,0.67,0.0,16,0.0,1,365 days,0.6666,12,365 days,365 days,16,0.0,1,365 days,1_red,"[{'id': '4', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 215000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-30T19:12:59Z'}]",[],9,23888.89,0.0,True,me2,['mandatory_free_shipping'],xd_drop_off,7248,12
iPhone 11 64gb Apple Nuevo Sellado,164300.0,500,0,gold_special,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,25,257583722,"['normal', 'user_info_verified', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",23,5,0.13,0.87,0.0,18,0.1304,3,365 days,0.0666,1,365 days,365 days,18,0.0,0,365 days,1_red,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 164300, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-28T01:15:07Z'}]",[],12,23299.11,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7296,4
Apple iPhone 11 (128 Gb) - Negro,172157.0,500,0,gold_special,861897-MLA46114990467_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,26,257583722,"['normal', 'user_info_verified', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",23,5,0.13,0.87,0.0,18,0.1304,3,365 days,0.0666,1,365 days,365 days,18,0.0,0,365 days,1_red,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 172157, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-27T15:00:10Z'}]",[],12,24413.3,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7296,4
iPhone 11 64gb Apple Nuevo Sellado,164450.0,500,0,gold_special,971922-MLA46114829752_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,27,257583722,"['normal', 'user_info_verified', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",23,5,0.13,0.87,0.0,18,0.1304,3,365 days,0.0666,1,365 days,365 days,18,0.0,0,365 days,1_red,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 164450, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-27T22:39:35Z'}]",[],12,23320.38,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7296,4
iPhone 11 128gb Apple Nuevo Sellado,172157.0,1,0,gold_special,872012-MLA46114829878_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,28,257583722,"['normal', 'user_info_verified', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",23,5,0.13,0.87,0.0,18,0.1304,3,365 days,0.0666,1,365 days,365 days,18,0.0,0,365 days,1_red,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 172157, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-27T22:50:08Z'}]",[],12,24413.3,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7296,4
iPhone 11 Pro Max 64 Gb Gris Espacial,267000.0,1,0,gold_pro,695863-MLA32646836777_102019,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,29,556320382,"['normal', 'user_info_verified', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",16,1,0.0,1.0,0.0,15,0.0,0,365 days,0.6153,8,365 days,365 days,15,0.0,0,365 days,1_red,"[{'id': '13', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 267000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-08T23:55:08Z'}]",[],9,29666.67,0.0,True,me2,['mandatory_free_shipping'],xd_drop_off,7248,1
iPhone 11 128 Gb Negro - Sellado - Garantía Oficial,215000.0,1,0,gold_pro,738648-MLA43654417399_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,30,56471927,"['normal', 'user_info_verified', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",22,6,0.33,0.67,0.0,16,0.0,1,365 days,0.6666,12,365 days,365 days,16,0.0,1,365 days,1_red,"[{'id': '5', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 215000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-30T19:12:58Z'}, {'id': '4', 'type': 'promotion', 'conditions': {'context_restrictions': [], 'start_time': '2021-06-11T03:00:00Z', 'end_time': '2021-06-18T02:59:59Z', 'eligible': True}, 'amount': 198550, 'regular_amount': 209000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '2344085-MLA918625458', 'promotion_type': 'custom'}, 'last_updated': '2021-06-11T13:14:13Z'}]",[],9,23888.89,0.0,True,me2,['mandatory_free_shipping'],xd_drop_off,7233,12
iPhone 11 128 Gb Blanco - Sellado - Garantía Oficial,215000.0,1,0,gold_pro,739246-MLA43654396781_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,31,56471927,"['normal', 'user_info_verified', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",22,6,0.33,0.67,0.0,16,0.0,1,365 days,0.6666,12,365 days,365 days,16,0.0,1,365 days,1_red,"[{'id': '5', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 215000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-30T19:12:59Z'}, {'id': '4', 'type': 'promotion', 'conditions': {'context_restrictions': [], 'start_time': '2021-06-11T03:00:00Z', 'end_time': '2021-06-18T02:59:59Z', 'eligible': True}, 'amount': 198550, 'regular_amount': 209000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '2343997-MLA918638719', 'promotion_type': 'custom'}, 'last_updated': '2021-06-11T13:14:40Z'}]",[],9,23888.89,0.0,True,me2,['mandatory_free_shipping'],xd_drop_off,7246,12
iPhone 11 128 Gb Amarillo - Sellado - Garantía Oficial,215000.0,1,0,gold_pro,934633-MLA43654396799_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,32,56471927,"['normal', 'user_info_verified', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",22,6,0.33,0.67,0.0,16,0.0,1,365 days,0.6666,12,365 days,365 days,16,0.0,1,365 days,1_red,"[{'id': '4', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 215000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-30T19:13:05Z'}, {'id': '3', 'type': 'promotion', 'conditions': {'context_restrictions': [], 'start_time': '2021-06-11T03:00:00Z', 'end_time': '2021-06-18T02:59:59Z', 'eligible': True}, 'amount': 198550, 'regular_amount': 209000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '2344009-MLA918765849', 'promotion_type': 'custom'}, 'last_updated': '2021-06-11T13:15:41Z'}]",[],9,23888.89,0.0,True,me2,['mandatory_free_shipping'],xd_drop_off,7248,12
iPhone 11 64gb,159000.0,1,0,gold_special,656548-MLA46114829749_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,33,542270951,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",23,3,0.32,0.68,0.0,20,0.0,2,365 days,0.45,9,365 days,365 days,20,0.0,1,365 days,1_red,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 159000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-09T14:32:12Z'}]",[],12,22547.53,70.17,True,me2,['mandatory_free_shipping'],drop_off,7248,1
iPhone 11 Pro 64gb,170000.0,1,0,gold_special,891435-MLA32613434435_102019,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,34,542270951,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",23,3,0.32,0.68,0.0,20,0.0,2,365 days,0.45,9,365 days,365 days,20,0.0,1,365 days,1_red,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 170000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-28T17:33:32Z'}]",[],12,24107.42,70.17,True,me2,['mandatory_free_shipping'],drop_off,7248,1
iPhone 11 128 Gb Varios Colores,164999.98,50,0,gold_special,738648-MLA43654417399_102020,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,35,440237738,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller', 'messages_as_buyer']",11,6,0.0,0.56,0.44,5,0.3636,4,365 days,0.0,1,365 days,365 days,5,0.0,0,365 days,1_red,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 164999.98, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-03-13T19:58:57Z'}]",[],12,23398.37,70.17,True,me2,['mandatory_free_shipping'],drop_off,7160,2
iPhone 11 64 Gb Varios Colores,155999.0,50,0,gold_special,916062-MLA43654417337_102020,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,36,440237738,"['normal', 'user_info_verified', 'mshops', 'messages_as_seller', 'messages_as_buyer']",11,6,0.0,0.56,0.44,5,0.3636,4,365 days,0.0,1,365 days,365 days,5,0.0,0,365 days,1_red,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 155999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-03-13T20:03:40Z'}]",[],12,22121.96,70.17,True,me2,['mandatory_free_shipping'],drop_off,7160,2
iPhone 11 64gb,130000.0,1,0,gold_pro,618771-MLA44930762666_022021,"['poor_quality_picture', 'poor_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment']",False,37,437014806,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",12,6,0.0,1.0,0.0,6,0.0,2,365 days,0.0,5,365 days,365 days,6,0.25,3,365 days,1_red,"[{'id': '3', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 130000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-05-07T15:03:33Z'}]",[],9,14444.44,0.0,True,me2,['mandatory_free_shipping'],drop_off,7209,1
iPhone 11 Pro,200000.0,1,0,gold_pro,773680-MLA44030864271_112020,"['catalog_product_candidate', 'extended_warranty_eligible', 'poor_quality_picture', 'immediate_payment']",False,38,274893664,"['normal', 'user_info_verified', 'messages_as_seller', 'messages_as_buyer']",14,14,1.0,0.0,0.0,0,0.6428,9,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,1_red,"[{'id': '0833ee83-9aeb-46f7-9d8b-974e794efea1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 200000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-11-09T18:40:46Z'}]",[],9,22222.22,0.0,True,me2,['mandatory_free_shipping'],drop_off,7037,3
iPhone 11 128 Gb,189999.0,1,5,gold_pro,738648-MLA43654417399_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,39,136569182,"['normal', 'user_info_verified', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",22,7,0.0,1.0,0.0,15,0.0,0,365 days,0.8,8,365 days,365 days,15,0.0,2,365 days,1_red,"[{'id': '21', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 189999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-22T00:06:03Z'}]",[],9,21111.0,0.0,True,me2,['mandatory_free_shipping'],drop_off,7188,8
iPhone 11 128 Gb (product)red - Sellado - Garantía,215000.0,1,0,gold_pro,748385-MLA43653904252_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,40,56471927,"['normal', 'user_info_verified', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",22,6,0.33,0.67,0.0,16,0.0,1,365 days,0.6666,12,365 days,365 days,16,0.0,1,365 days,1_red,"[{'id': '4', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 215000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-30T19:12:57Z'}, {'id': '3', 'type': 'promotion', 'conditions': {'context_restrictions': [], 'start_time': '2021-06-11T03:00:00Z', 'end_time': '2021-06-18T02:59:59Z', 'eligible': True}, 'amount': 198550, 'regular_amount': 209000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '2344001-MLA918752393', 'promotion_type': 'custom'}, 'last_updated': '2021-06-11T13:15:02Z'}]",[],9,23888.89,0.0,True,me2,['mandatory_free_shipping'],xd_drop_off,7248,12
iPhone 11 64 Gb Nuevos Garantia Oficial,145000.0,1,0,gold_special,916062-MLA43654417337_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,41,16777333,"['normal', 'user_info_verified', 'credits_priority_4', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",37,11,0.07,0.93,0.0,26,0.0,0,365 days,0.0,0,365 days,365 days,26,0.1351,5,365 days,1_red,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 145000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-07T13:44:14Z'}]",[],12,20562.21,70.17,True,me2,['mandatory_free_shipping'],drop_off,7219,9
iPhone 11 Nuevo,169999.0,1,0,gold_special,809326-MLA46115014340_052021,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,42,46427070,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",21,7,0.0,1.0,0.0,14,0.1428,3,365 days,0.2,2,365 days,365 days,14,0.0,0,365 days,1_red,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 169999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-25T11:09:35Z'}]",[],12,24107.27,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7264,10
