title,price,available_quantity,sold_quantity,listing_type_id,thumbnail_id,tags,use_thumbnail_id,order_backend,seller__id,seller__tags,seller__seller_reputation__transactions__total,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__completed,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__level_id,prices__prices,prices__reference_prices,installments__quantity,installments__amount,installments__rate,shipping__free_shipping,shipping__mode,shipping__tags,shipping__logistic_type,days_remaining,years_active
iPhone 11 128 Black,196000.0,1,0,gold_special,738648-MLA43654417399_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,6,68427343,"['normal', 'user_info_verified', 'credits_active_borrower', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '95e3c398-65f9-4ce3-996c-48d34631219d', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 196000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-11-06T01:43:14Z'}]",[],12,27794.43,70.17,True,me2,['mandatory_free_shipping'],drop_off,7032,9
iPhone 11 128 Gb En Caja Cerrada,159500.0,1,0,gold_special,690957-MLA45078914651_032021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,7,168257206,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",2,0,0.0,0.0,1.0,2,0.0,0,365 days,0.0,0,365 days,365 days,2,0.0,0,365 days,,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 159500, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-03-08T21:57:09Z'}]",[],12,22618.43,70.17,True,me2,['mandatory_free_shipping'],drop_off,7150,6
iPhone 11 256 Gb,220000.0,1,0,gold_special,768462-MLA44262079060_122020,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,8,167857941,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",3,0,0.0,1.0,0.0,3,0.0,0,60 months,0.0,0,60 months,60 months,3,0.0,0,60 months,,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 220000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-05-20T19:13:27Z'}]",[],12,31197.83,70.17,True,me2,['mandatory_free_shipping'],drop_off,7227,6
iPhone 11 256 Gb Negro /garantia/solo Capital&gba,171990.0,1,0,gold_special,793652-MLA46743443358_072021,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,9,775638387,"['normal', 'user_info_verified', 'messages_as_seller']",0,0,0.0,0.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 171990, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-15T00:00:26Z'}]",[],12,24389.62,70.17,True,me2,['mandatory_free_shipping'],drop_off,7283,0
iPhone 11 Pro Max 256 Gb Gris /garantia/solo Capital&gba,224990.0,1,0,gold_special,734996-MLA46743927196_072021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,10,775638387,"['normal', 'user_info_verified', 'messages_as_seller']",0,0,0.0,0.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 224990, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-15T01:25:40Z'}]",[],12,31905.46,70.17,True,me2,['mandatory_free_shipping'],drop_off,7283,0
iPhone 11 Pro 64 Gb,206000.0,1,0,gold_special,655012-MLA43965860597_112020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,11,165839425,"['normal', 'user_info_verified', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",7,4,0.0,1.0,0.0,3,0.0,0,365 days,0.0,0,365 days,365 days,3,0.4285,3,365 days,,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 206000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-01-22T14:50:44Z'}]",[],12,29212.52,70.17,True,me2,['mandatory_free_shipping'],drop_off,7028,6
iPhone 11 128 Gb,151000.0,1,0,gold_special,763598-MLA45629277103_042021,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,12,454275083,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",9,2,0.0,1.0,0.0,7,0.0,0,365 days,0.0,4,365 days,365 days,7,0.0,1,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 151000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-04-19T18:40:56Z'}]",[],12,21413.06,70.17,True,me2,['mandatory_free_shipping'],drop_off,7197,2
iPhone 11 Pro Max 64 Gb Plata,220000.0,1,0,gold_special,841483-MLA46806533888_072021,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,13,379903012,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 220000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-20T13:33:57Z'}]",[],12,31197.83,70.17,True,me2,['mandatory_free_shipping'],drop_off,7289,2
iPhone 11 Pro 64gb Verde En Stock P Entr Inmediata ,215000.0,1,0,gold_special,974008-MLA32234888855_092019,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible']",True,14,222313766,"['normal', 'user_info_verified', 'credits_priority_3', 'credits_profile', 'messages_as_seller']",3,2,0.0,1.0,0.0,1,0.0,2,365 days,0.0,0,365 days,365 days,1,0.0,0,365 days,,"[{'id': '72e58ae2-e414-4df8-afad-8c22a352a6e7', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 215000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-10-07T04:07:53Z'}]",[],12,30488.79,70.17,True,me2,['mandatory_free_shipping'],drop_off,6270,5
iPhone 11 64 Gb Nvo 100 % A Estrenar Negro,168000.0,1,0,gold_special,688246-MLA32777798817_112019,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,15,130958363,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",1,1,0.0,0.0,1.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,1,365 days,,"[{'id': 'ae487e72-73aa-4ed5-81ff-bd2f2d0ebf51', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 168000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-10-22T15:56:15Z'}]",[],12,23823.8,70.17,True,me2,['mandatory_free_shipping'],drop_off,6151,8
Apple iPhone 11 Pro Max 64 Gb 4 Gb Ram Garantia Oficial,295000.0,150,0,gold_special,646031-MLA43441881464_092020,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,16,15096445,"['normal', 'user_info_verified', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller', 'messages_as_buyer']",49388,3052,0.02,0.98,0.0,46336,0.0159,57,60 days,0.0325,111,60 days,60 days,3310,0.0139,50,60 days,5_green,"[{'id': '18', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 295000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-05-10T16:04:56Z'}, {'id': '22', 'type': 'promotion', 'conditions': {'context_restrictions': [], 'start_time': '2021-07-05T02:30:00Z', 'end_time': '2021-08-02T03:00:00Z', 'eligible': True}, 'amount': 295000, 'regular_amount': 384000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MLA6424', 'promotion_id': 'MLA6424', 'promotion_type': 'campaign'}, 'last_updated': '2021-07-05T02:53:44Z'}]",[],12,41833.46,70.17,True,me2,"['self_service_out', 'mandatory_free_shipping']",cross_docking,6986,14
iPhone 11 Pro 256 Gb Gris Espacial 4 Gb Ram Nuevo Caja !!!,261000.0,1,0,gold_special,924317-MLA32446773467_102019,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",False,17,440790901,"['normal', 'user_info_verified', 'messages_as_seller', 'messages_as_buyer']",11,3,0.05,0.95,0.0,8,0.0,1,365 days,0.0,0,365 days,365 days,8,0.0,1,365 days,5_green,"[{'id': 'e92feb37-c278-4add-b28a-af7b5e77c03f', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 261000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-10-07T23:41:45Z'}]",[],12,37011.98,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,6911,2
iPhone 11 256 Gb Negro Cerrados En Caja Zona Escobar,172900.0,1,0,gold_special,696203-MLA43653876810_102020,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,18,109527522,"['normal', 'user_info_verified', 'eshop', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",9,7,0.0,1.0,0.0,2,0.0,1,365 days,0.0,1,365 days,365 days,2,0.4444,4,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 172900, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-05-24T23:03:57Z'}]",[],12,24518.66,70.17,True,me2,['mandatory_free_shipping'],drop_off,7236,9
Apple iPhone 11 Pro Max 64 Gb Silver 4 Gb Ram Mwhf2le/a,387199.0,1,0,gold_pro,739479-MLA43188216829_082020,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'shipping_guaranteed']",False,19,556508298,"['normal', 'user_info_verified', 'eshop', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",889,56,0.02,0.95,0.03,833,0.0196,3,60 days,0.0145,2,60 days,60 days,144,0.0,0,60 days,5_green,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 387199, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-01-28T18:16:07Z'}]",[],9,43022.11,0.0,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,6952,1
iPhone 11 Pro 256gb Sellado. Incluye Cargador Y Auriculares,260000.0,1,0,gold_special,924317-MLA32446773467_102019,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,20,30734191,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",7,3,0.09,0.91,0.0,4,0.0,1,365 days,0.0,0,365 days,365 days,4,0.0,2,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 260000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-13T22:23:55Z'}]",[],12,36870.17,70.17,True,me2,['mandatory_free_shipping'],drop_off,7282,11
Apple iPhone 11 (128 Gb) - Verde,180000.0,1,0,gold_special,887203-MLA46114990482_052021,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,21,230901765,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,60 months,0.0,0,60 months,60 months,0,0.0,0,60 months,,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 180000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-23T16:21:17Z'}]",[],12,25525.5,70.17,True,me2,['mandatory_free_shipping'],drop_off,7278,4
Apple iPhone 11 Pro Max 64 Gb Silver 4 Gb Ram Mwhf2le/a,319999.0,1,0,gold_special,840834-MLA43188301228_082020,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,22,310646112,"['normal', 'user_info_verified', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",2296,125,0.01,0.98,0.01,2171,0.0,1,60 days,0.0092,2,60 days,60 days,227,0.0,0,60 days,5_green,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 319999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-01-28T18:17:54Z'}]",[],12,45378.52,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,6952,3
iPhone 11 Pro 64gb Verde Medianoche,185000.0,1,0,gold_special,817353-MLA43518565220_092020,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,23,401601074,"['normal', 'user_info_verified', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 185000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-03-23T00:05:25Z'}]",[],12,26234.54,70.17,True,me2,['mandatory_free_shipping'],drop_off,7025,2
iPhone 11 128/4gb Ram Cam Dual 12+12 Self 12 Mpx,194872.64,1,0,gold_special,901467-MLA46766663934_072021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,24,78008144,"['normal', 'user_info_verified', 'credits_priority_1', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller', 'messages_as_buyer']",244,43,0.05,0.91,0.04,201,0.0,1,60 days,0.1355,8,60 days,60 days,64,0.0,1,60 days,5_green,"[{'id': '11', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 194872.64, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-29T18:26:07Z'}]",[],12,27634.56,70.17,True,me2,"['self_service_in', 'mandatory_free_shipping']",drop_off,7072,16
iPhone 11 Pro Max,220000.0,1,0,gold_special,850911-MLA46386700586_062021,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,25,150889456,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '11', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 220000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-29T13:00:23Z'}]",[],12,31197.83,70.17,True,me2,['mandatory_free_shipping'],drop_off,7253,7
Celular iPhone 11 Pro De 256 Sellado Con Factura,230000.0,1,0,gold_special,879065-MLA32445302856_102019,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,26,151735523,"['normal', 'user_info_verified', 'credits_priority_4', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,1.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '56b7c68a-8536-435e-9570-df9511abfcf4', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 230000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-10-08T00:39:59Z'}]",[],12,32615.92,70.17,True,me2,['mandatory_free_shipping'],drop_off,6935,6
iPhone 11 64 Gb Blanco Cerrados En Caja Zona Escobar,157000.0,1,0,gold_special,641268-MLA43654417348_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,27,109527522,"['normal', 'user_info_verified', 'eshop', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",9,7,0.0,1.0,0.0,2,0.0,1,365 days,0.0,1,365 days,365 days,2,0.4444,4,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 157000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-05-24T22:52:18Z'}]",[],12,22263.91,70.17,True,me2,['mandatory_free_shipping'],drop_off,7236,9
iPhone 11 Pro Max Gold En Stock Nuevo Traido De Miami ,270000.0,1,0,gold_special,644610-MLA43011392606_082020,"['dragged_bids_and_visits', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,28,67904699,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",1,0,0.0,1.0,0.0,1,0.0,0,365 days,0.0,0,365 days,365 days,1,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 270000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-02-03T01:23:22Z'}]",[],12,38288.25,70.17,True,me2,['mandatory_free_shipping'],drop_off,6976,9
iPhone 11 64gb Black,140000.0,1,0,gold_special,897844-MLA46823234818_072021,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,29,620665188,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",3,3,0.0,0.0,1.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,1,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 140000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-05-07T22:31:37Z'}]",[],12,19853.17,70.17,True,me2,['mandatory_free_shipping'],drop_off,7215,0
iPhone 11 Pro Max 64 Gb Plata 4 Gb Ram,229790.0,1,0,gold_special,969967-MLA42657365180_072020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,30,307496010,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",3,0,0.0,1.0,0.0,3,0.0,0,365 days,0.0,0,365 days,365 days,3,0.0,0,365 days,,"[{'id': '752e0de9-e854-414c-b55d-186c2abbb93d', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 229790, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-10-07T23:55:18Z'}]",[],12,32586.14,70.17,True,me2,['mandatory_free_shipping'],drop_off,6918,2
Telefono Celular Apple iPhone 11 A2111 64gb 4gb Verde,185190.0,1,0,gold_special,871435-MLA43654417358_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,31,309043876,"['normal', 'user_info_verified', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",571,63,0.03,0.92,0.05,508,0.052,5,60 days,0.2222,18,60 days,60 days,78,0.0312,3,60 days,2_orange,"[{'id': '9', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 185190, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-29T15:38:05Z'}]",[],12,26261.49,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7176,3
Apple iPhone 11 Pro Max 64 Gb Silver 4 Gb Ram Mwhf2le/a,387199.0,1,0,gold_pro,818525-MLA43188308118_082020,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'shipping_guaranteed']",False,32,310646112,"['normal', 'user_info_verified', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",2296,125,0.01,0.98,0.01,2171,0.0,1,60 days,0.0092,2,60 days,60 days,227,0.0,0,60 days,5_green,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 387199, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-01-28T18:18:07Z'}]",[],9,43022.11,0.0,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,6952,3
Apple iPhone 11 128 Gb Negro De 4gb Ram Liberado Últimos!!,390856.0,1,0,gold_pro,738648-MLA43654417399_102020,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,33,696819684,"['normal', 'user_info_verified', 'messages_as_seller']",38,2,0.0,1.0,0.0,36,0.0,2,365 days,0.0588,2,365 days,365 days,36,0.0,0,365 days,4_light_green,"[{'id': '3', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 390856, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-04-23T16:49:28Z'}]",[],9,43428.44,0.0,True,me2,['mandatory_free_shipping'],xd_drop_off,7182,0
iPhone 11 Pro Max 64 Gb Plata,305999.0,1,0,gold_special,620546-MLA32445355354_102019,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,34,593586039,"['normal', 'user_info_verified', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 305999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-14T02:54:33Z'}]",[],12,43393.21,70.17,True,me2,['mandatory_free_shipping'],drop_off,7282,1
iPhone 11 128 Gb Black En Caja Inmaculado,186000.0,1,0,gold_special,619652-MLA45297715888_032021,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,35,20694691,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",2,0,0.0,1.0,0.0,2,0.0,0,365 days,0.0,1,365 days,365 days,2,0.0,0,365 days,,"[{'id': '4', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 186000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-19T01:12:59Z'}]",[],12,26376.35,70.17,True,me2,['mandatory_free_shipping'],drop_off,7288,18
iPhone 11 Pro Max,255000.0,1,0,gold_special,654492-MLA43065706200_082020,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,36,375418513,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",3,2,0.0,0.0,1.0,1,0.0,0,365 days,0.0,1,365 days,365 days,1,0.0,1,365 days,,"[{'id': '2e8bfd68-c37b-4736-87a5-032d739385c0', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 255000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-11-24T03:12:10Z'}]",[],12,36161.13,70.17,True,me2,['mandatory_free_shipping'],drop_off,7051,2
