date,bitcoin_price_USD
2021-07-24 16:31:19,34145.4167
2021-07-24 16:32:19,34143.2417
2021-07-24 16:33:19,34095.5617
2021-07-24 16:34:19,34104.375
2021-07-24 16:35:20,34129.4083
2021-07-24 16:36:20,34144.1233
2021-07-24 16:37:20,34104.2117
2021-07-24 16:38:20,34108.2083
2021-07-24 16:39:20,34116.6817
2021-07-24 16:40:21,34106.2433
2021-07-24 16:41:21,34118.5967
2021-07-24 16:42:21,34089.195
2021-07-24 16:43:22,34087.0917
2021-07-24 16:44:22,34101.0933
2021-07-24 16:45:22,34101.0933
2021-07-24 16:46:22,34038.41
2021-07-24 16:47:23,33982.88
2021-07-24 16:48:23,33902.0283
2021-07-24 16:49:23,33902.0283
2021-07-24 16:50:23,33863.8117
2021-07-24 16:51:24,33791.7617
2021-07-24 16:52:24,33874.4133
2021-07-24 16:53:24,33874.4133
2021-07-24 16:54:25,33939.645
2021-07-24 16:55:25,33896.3867
2021-07-24 16:56:25,33937.4617
2021-07-24 16:57:26,33951.1133
2021-07-24 16:58:26,33952.4933
2021-07-24 16:59:26,33919.5417
2021-07-24 17:00:27,33880.6183
2021-07-24 17:01:27,33921.3967
2021-07-24 17:02:28,33940.15
2021-07-24 17:03:28,33957.4033
2021-07-24 17:04:29,33936.605
2021-07-24 17:05:29,33935.9267
2021-07-24 17:06:29,33945.8333
2021-07-24 17:07:30,33968.115
2021-07-24 17:08:30,33960.67
2021-07-24 17:09:31,33916.63
2021-07-24 17:10:31,33897.4517
2021-07-24 17:11:31,33889.9367
2021-07-24 17:12:32,33885.07
2021-07-24 17:13:32,33916.4817
2021-07-24 17:14:33,33935.37
2021-07-24 17:15:33,33933.0433
2021-07-24 17:16:33,33920.835
2021-07-24 17:17:34,33915.8617
2021-07-24 17:18:34,33882.6367
2021-07-24 17:19:34,33901.0583
2021-07-24 17:20:34,33911.985
2021-07-24 17:21:35,33870.0017
2021-07-24 17:22:35,33828.42
2021-07-24 17:23:35,33826.91
2021-07-24 17:24:36,33838.3083
2021-07-24 17:25:36,33821.3917
2021-07-24 17:26:36,33785.5333
2021-07-24 17:27:36,33759.9667
2021-07-24 17:28:37,33774.2167
2021-07-24 17:29:37,33799.3917
2021-07-24 17:30:37,33809.6417
2021-07-24 17:31:37,33814.895
2021-07-24 17:32:38,33860.465
2021-07-24 17:33:38,33857.8117
2021-07-24 17:34:38,33880.26
2021-07-24 17:35:38,33890.8633
2021-07-24 17:36:38,33888.47
2021-07-24 17:37:39,33874.1883
2021-07-24 17:38:39,33853.5467
2021-07-24 17:39:39,33838.7917
2021-07-24 17:40:39,33881.29
2021-07-24 17:41:39,33881.7717
2021-07-24 17:42:40,33888.8
2021-07-24 17:43:40,33872.3317
2021-07-24 17:44:40,33856.315
2021-07-24 17:45:41,33876.81
2021-07-24 17:46:41,33894.81
2021-07-24 17:47:41,33910.4667
2021-07-24 17:48:41,33917.35
2021-07-24 17:49:41,33929.3217
2021-07-24 17:50:42,33937.2767
2021-07-24 17:51:42,33924.3217
2021-07-24 17:52:42,33917.3833
2021-07-24 17:53:42,33933.0083
2021-07-24 17:54:43,33946.7733
2021-07-24 17:55:43,33952.88
2021-07-24 17:56:43,33938.0217
2021-07-24 17:57:43,33917.4533
2021-07-24 17:58:43,33923.7917
2021-07-24 17:59:44,33919.2083
2021-07-24 18:00:44,33941.78
2021-07-24 18:01:44,33880.3767
2021-07-24 18:02:45,33879.725
2021-07-24 18:03:45,33889.5633
2021-07-24 18:04:45,33885.84
2021-07-24 18:05:46,33925.1183
2021-07-24 18:06:46,33932.665
2021-07-24 18:07:47,33935.7733
2021-07-24 18:08:47,33955.845
2021-07-24 18:09:48,33942.6817
2021-07-24 18:10:48,33954.0583
2021-07-24 18:11:48,33942.625
2021-07-24 18:12:48,33942.1867
2021-07-24 18:13:48,33945.6967
2021-07-24 18:14:49,33958.5833
2021-07-24 18:15:49,33949.6767
2021-07-24 18:16:49,33931.155
2021-07-24 18:17:49,33913.25
2021-07-24 18:18:49,33902.125
2021-07-24 18:19:50,33904.0533
2021-07-24 18:20:55,33907.2183
2021-07-24 18:21:56,33850.6333
2021-07-24 18:22:56,33861.225
2021-07-24 18:23:57,33888.08
2021-07-24 18:24:57,33897.905
2021-07-24 18:25:57,33925.8883
2021-07-24 18:26:57,33951.6183
2021-07-24 18:27:57,33962.3717
2021-07-24 18:28:58,33916.725
2021-07-24 18:29:58,33919.8317
2021-07-24 18:30:58,33909.5417
2021-07-24 18:31:58,33911.025
2021-07-24 18:32:59,33906.7333
2021-07-24 18:33:59,33942.5167
2021-07-24 18:34:59,33952.7267
2021-07-24 18:36:00,33956.27
2021-07-24 18:37:00,33944.1067
2021-07-24 18:38:00,33950.0383
2021-07-24 18:39:01,33951.1133
2021-07-24 18:40:01,33949.6133
2021-07-24 18:41:01,33953.2333
2021-07-24 18:42:01,33961.9017
2021-07-24 18:43:01,33966.4133
2021-07-24 18:44:02,33968.0217
2021-07-24 18:45:02,33964.4917
2021-07-24 18:46:02,33995.1667
2021-07-24 18:47:03,34044.4167
2021-07-24 18:48:03,34094.7233
2021-07-24 18:49:03,34128.85
2021-07-24 18:50:04,34161.455
2021-07-24 18:51:04,34142.6117
