idpozo,sigla,formprod,coordenadax,coordenaday
115408,YPF.Nq.-113,LOTE,-69.16683441,-38.91733897
115409,YPF.Nq.-117,LOTE,-69.17134332,-38.92172774
115410,YPF.Nq.-118,LOTE,-69.16162654,-38.9159998
115411,YPF.Nq.-119,LOTE,-69.15727705,-38.9119458
115412,YPF.Nq.-120,LOTE,-69.1561241,-38.91194536
115413,YPF.Nq.-121,LOTE,-69.1543954,-38.9111647
115414,YPF.Nq.-125,LOTE,-69.22022017,-38.90031872
115415,YPF.Nq.-126,LOTE,-69.15439405,-38.91272486
115416,YPF.Nq.-127,LOTE,-69.17283629,-38.92364313
115417,YPF.Nq.-128,LOTE,-69.22179149,-38.90131409
115418,YPF.Nq.-132,LOTE,-69.15669999,-38.91272567
115419,YPF.Nq.-135,LOTE,-69.22418332,-38.90770503
115420,YPF.Nq.-136,LOTE,-69.17244211,-38.92196132
115421,YPF.Nq.-140,LOTE,-69.22088873,-38.89959809
115422,YPF.Nq.-143,LOTE,-69.15670117,-38.9111655
115423,YPF.Nq.-146,LOTE,-69.17358829,-38.9221913
115424,YPF.Nq.-149,LOTE,-69.22374631,-38.9068394
115425,YPF.Nq.-156,LOTE,-69.15958296,-38.91194654
115426,YPF.Nq.-157,LOTE,-69.17044711,-38.91979623
115427,YPF.Nq.-159,LOTE,-69.17467778,-38.92191953
115428,YPF.Nq.-160,LOTE,-69.15438893,-38.91892986
115429,YPF.Nq.-163,LOTE,-69.17014181,-38.918795
115430,YPF.Nq.AT-47,LOTE,-68.87160876,-38.75684475
115431,YPF.Nq.NG.x-127,LOTE,-68.89065654,-38.74572827
115432,YPF.Nq.CB-1,LAJA,-69.5366635247,-38.956381773
115433,YPF.Nq.CB-2,LAJA,-69.545932471,-38.9535227041
115434,YPF.Nq.CB-3,LAJA,-69.5298211786,-38.9562596352
115435,YPF.Nq.CB-4,LAJA,-69.5356672054,-38.9549081862
115436,YPF.Nq.CB-5,LAJA,-69.5346000276,-38.9533029503
115437,YPF.Nq.CB-6,LAJA,-69.5358374587,-38.9517800167
115438,YPF.Nq.CB-7,LAJA,-69.5381452621,-38.9518636186
115439,YPF.Nq.CB-8,LAJA,-69.5392085279,-38.9534628057
115440,YPF.Nq.CB-9,QTUC,-69.5379390524,-38.9549223278
115441,YPF.Nq.CB-9,LAJA,-69.537939052,-38.954922328
115442,YPF.Nq.CB-10,LAJA,-69.5377023595,-38.9531864611
115443,YPF.Nq.CB-11,LAJA,-69.5380475139,-38.9469605391
115444,YPF.Nq.CB-12,LAJA,-69.5412157589,-38.9563979545
115445,YPF.Nq.CB-13,LAJA,-69.5368352134,-38.9590454633
115446,YPF.Nq.CB-14,LAJA,-69.5582468527,-38.9650524939
115447,YPF.Nq.CB-15,LAJA,-69.5608788194,-38.9588524004
115448,YPF.Nq.CB-17,LAJA,-69.5512813687,-38.96122725
115449,YPF.Nq.CB-20,LAJA,-69.5733381709,-38.963989202
115450,YPF.Nq.CB-26,LAJA,-69.5512736804,-38.9567065937
115451,YPF.Nq.CB-28,LAJA,-69.5455123851,-38.9589924366
115452,YPF.Nq.CB-29,LAJA,-69.5301705553,-38.9500107481
115453,YPF.Nq.CB-30,LAJA,-69.568549442,-38.9589132872
115454,YPF.Nq.CB-31,LAJA,-69.568663575,-38.9633482085
115455,YPF.Nq.CB-32,LAJA,-69.5629219037,-38.9656463423
115456,YPF.Nq.CB-33,LAJA,-69.5347863149,-38.9501838955
115457,YPF.Nq.CB-35,LAJA,-69.5450523693,-38.9521205333
115458,YPF.Nq.CB-36,LAJA,-69.5427592473,-38.9520279023
115459,YPF.Nq.CB-37,LAJA,-69.5404169469,-38.9517932206
115460,YPF.Nq.CB-38,LAJA,-69.5402664319,-38.9550637167
115461,YPF.Nq.CB-39,LAJA,-69.5484500286,-38.953795544
115462,YPF.Nq.CB-40,LAJA,-69.5438189985,-38.9536213876
115463,YPF.Nq.CB-41,LAJA,-69.5415128194,-38.9535321245
115464,YPF.Nq.CB-42,LAJA,-69.5322915839,-38.9532164885
115465,YPF.Nq.CB-43,LAJA,-69.5494930156,-38.9553941915
115466,YPF.Nq.CB-44,LAJA,-69.547187501,-38.9553097218
115467,YPF.Nq.CB-45,LAJA,-69.5448795924,-38.9552282801
115468,YPF.Nq.CB-46,LAJA,-69.5425767515,-38.9551449687
115469,YPF.Nq.CB-47,LAJA,-69.5335322103,-38.9516979779
115470,YPF.Nq.CB-48,LAJA,-69.5333450749,-38.9548191056
115471,YPF.Nq.CB-49,LAJA,-69.5482615361,-38.9569107542
115472,YPF.Nq.CB-50,LAJA,-69.5459772725,-38.9568354396
115473,YPF.Nq.CB-51,LAJA,-69.5437065968,-38.956861984
115474,YPF.Nq.CB-52,LAJA,-69.5390216047,-38.9564425177
115475,YPF.Nq.CB-53,LAJA,-69.534402344,-38.9564270089
115476,YPF.Nq.CB-54,QTUC,-69.5320967498,-38.9563340457
115477,YPF.Nq.CB-54,LAJA,-69.5320967494,-38.956334046
115478,YPF.Nq.CB.a-55,LAJA,-69.5209585073,-38.9496681415
115479,YPF.Nq.CB-56,LAJA,-69.5518332071,-38.9554570118
115480,YPF.Nq.CB-57,LAJA,-69.5541619719,-38.9567184054
115481,YPF.Nq.CB-58,LAJA,-69.5570665483,-38.9589426312
115482,YPF.Nq.CB-59,LAJA,-69.5541826275,-38.95895546
115483,YPF.Nq.CB-60,LAJA,-69.551296239,-38.9589776877
115484,YPF.Nq.CB-61,LAJA,-69.5484323929,-38.9590060442
115485,YPF.Nq.CB-62,LAJA,-69.542635578,-38.9590008029
115486,YPF.Nq.CB-63,LAJA,-69.5391620437,-38.9590204145
115487,YPF.Nq.CB-64,LAJA,-69.5628636411,-38.9611416085
115488,YPF.Nq.CB-65,LAJA,-69.5599763731,-38.9611654963
115489,YPF.Nq.CB-66,LAJA,-69.5570937177,-38.9611893814
115490,YPF.Nq.CB-67,LAJA,-69.5542125453,-38.961211386
115491,YPF.Nq.CB-68,LAJA,-69.5484430733,-38.9612591787
115492,YPF.Nq.CB-69,LAJA,-69.5455677536,-38.9612629288
115493,YPF.Nq.CB-70,LAJA,-69.5426207014,-38.9612706324
115494,YPF.Nq.CB-71,LAJA,-69.5714936398,-38.9633742879
115495,YPF.Nq.CB-72,LAJA,-69.5657844089,-38.96337175
115496,YPF.Nq.CB-73,LAJA,-69.5628900282,-38.963397458
115497,YPF.Nq.CB-74,LAJA,-69.5600007088,-38.9634505414
115498,YPF.Nq.CB-75,LAJA,-69.5571239097,-38.9634384581
115499,YPF.Nq.CB-76,LAJA,-69.5542082996,-38.9635094488
115500,YPF.Nq.CB-77,LAJA,-69.5513201898,-38.9635120487
115501,YPF.Nq.CB-80,LAJA,-69.5232636316,-38.9497597959
115502,YPF.Nq.CB-82,LAJA,-69.5230644983,-38.9528788012
115503,YPF.Nq.CB-83,LAJA,-69.5337217856,-38.9486580877
115504,YPF.Nq.CB-84,LAJA,-69.5393011553,-38.950478302
115505,YPF.Nq.CB-85,LAJA,-69.5324768541,-38.9501023063
115506,YPF.Nq.CB-86,LAJA,-69.5312303173,-38.9516165083
115507,YPF.Nq.CB-87,LAJA,-69.5299808325,-38.9531293604
115508,YPF.Nq.CB-88,LAJA,-69.5310399255,-38.9547322428
115509,YPF.Nq.CB-89,LAJA,-69.559888423,-38.9566897234
115510,YPF.Nq.CB-90,LAJA,-69.5570231362,-38.9566837968
115511,YPF.Nq.CB-92,LAJA,-69.5628173809,-38.9588963935
115512,YPF.Nq.CB-94,LAJA,-69.5686145457,-38.9611261599
115513,YPF.Nq.CB-95,LAJA,-69.5657254719,-38.9611401102
115514,YPF.Nq.CB-96,LAJA,-69.5772684214,-38.9633788349
115515,YPF.Nq.CB-97,LAJA,-69.5743725298,-38.9656315323
115516,YPF.Nq.CB-98,LAJA,-69.5715032149,-38.9656286841
115517,YPF.Nq.CB-99,LAJA,-69.568621019,-38.9656451048
115518,YPF.Nq.CB-100,LAJA,-69.5657381811,-38.9656538912
115519,YPF.Nq.CB-101,LAJA,-69.5264167617,-38.9545638456
115520,YPF.Nq.CB-102,LAJA,-69.5195622037,-38.9462489964
115521,YPF.Nq.CB-104,LAJA,-69.5311313262,-38.9482760863
115522,YPF.Nq.CB-105,LAJA,-69.5290807083,-38.9484016002
115523,YPF.Nq.CB-106,LAJA,-69.5268271871,-38.9483102758
115524,YPF.Nq.CB-107,LAJA,-69.524819135,-38.9482339306
115525,YPF.Nq.CB-109(I),LAJA,-69.528134215,-38.9492538733
115526,YPF.Nq.CB-111,LAJA,-69.529065141,-38.9515368077
115527,YPF.Nq.CB-113,LAJA,-69.5243153033,-38.9513538577
115528,YPF.Nq.CB-115,LAJA,-69.5276631169,-38.9530356439
115529,YPF.Nq.CB-116,LAJA,-69.5253751912,-38.9529602114
115530,YPF.Nq.CB-118,LAJA,-69.5743879423,-38.967868514
115531,YPF.Nq.CB-119,LAJA,-69.5715102242,-38.9678792196
115532,YPF.Nq.CB-120,LAJA,-69.5686239319,-38.9679145764
115533,YPF.Nq.CB-121,LAJA,-69.5657115189,-38.9679302624
115534,YPF.Nq.CB-126,LAJA,-69.5613890003,-38.9622900751
115535,YPF.Nq.CB-127,LAJA,-69.5772416693,-38.9678873998
115536,YPF.Nq.CB-128,LAJA,-69.5671413834,-38.9644597786
115537,YPF.Nq.CB-150,LAJA,-69.5969871132,-38.9568538197
115538,YPF.Nq.CB.a-151,LAJA,-69.5601662461,-38.9524427901
115539,YPF.Nq.CB-152,LAJA,-69.5586203448,-38.9624089313
115540,YPF.Nq.CB-153,LAJA,-69.5583996592,-38.9601637388
115541,YPF.Nq.CB-154,LAJA,-69.5555553059,-38.9599902245
115542,YPF.Nq.CB-155,LAJA,-69.5643134373,-38.9622628203
115543,YPF.Nq.CB.xp-157,PREC,-69.5199033382,-38.9445971711
115544,YPF.Nq.AT-1,LOTE,-68.83989923,-38.74892171
115545,YPF.Nq.AT-2,LOTE,-68.85148369,-38.74304568
115546,YPF.Nq.AT-3,LOTE,-68.82353405,-38.75898725
115547,YPF.Nq.AT.a-4,LOTE,-68.79808108,-38.76218356
115548,YPF.Nq.AT.a-5,LOTE,-68.81519347,-38.75385612
115549,YPF.Nq.AT.a-6,LOTE,-68.85440866,-38.74823723
115550,YPF.Nq.AT.a-7,LOTE,-68.77142022,-38.76589355
115551,YPF.Nq.AT.a-9,LOTE,-68.82373328,-38.7392619
115552,YPF.Nq.AT.a-10,LOTE,-68.79520821,-38.75081987
115553,YPF.Nq.AT.a-11,LOTE,-68.84688934,-38.73737723
115554,YPF.Nq.AT-12,LOTE,-68.81290298,-38.75382627
115555,YPF.Nq.AT-13,LOTE,-68.83193548,-38.7467792
115556,YPF.Nq.AT-14,LOTE,-68.8243224,-38.74714725
115557,YPF.Nq.AT-15,LOTE,-68.81550803,-38.74834662
115558,YPF.Nq.AT-16,LOTE,-68.8317497,-38.75295734
115559,YPF.Nq.AT-17,LOTE,-68.82371357,-38.75293811
115560,YPF.Nq.AT-18,LOTE,-68.80755523,-38.75235872
115561,YPF.Nq.AT-19,QTUC,-68.83213271,-38.75922349
115562,YPF.Nq.AT-19,LOTE,-68.83213271,-38.75922349
115563,YPF.Nq.AT-20,LOTE,-68.81564681,-38.75923631
115564,YPF.Nq.AT-21,LOTE,-68.80758692,-38.75923737
115565,YPF.Nq.AT-22,LOTE,-68.8294424,-38.76357214
115566,YPF.Nq.AT-23,LOTE,-68.82368471,-38.76555439
115567,YPF.Nq.AT-24,LOTE,-68.81561442,-38.76556716
115568,YPF.Nq.AT-25,LOTE,-68.8074694,-38.76555402
115569,YPF.Nq.AT-26,QTUC,-68.82387128,-38.76548377
115570,YPF.Nq.AT-26,LOTE,-68.82387128,-38.76548377
115571,YPF.Nq.AT.a-27,LOTE,-68.84079209,-38.72758532
115572,YPF.Nq.AT-28,LOTE,-68.84788697,-38.75928091
115573,YPF.Nq.AT-29,LOTE,-68.85580845,-38.75911529
115574,YPF.Nq.AT-30,LOTE,-68.86411331,-38.75939819
115575,YPF.Nq.AT-31,LOTE,-68.86373356,-38.75278668
115576,YPF.Nq.AT-31(I),LOTE,-68.86373357,-38.75278668
115577,YPF.Nq.AT-32,LOTE,-68.86409607,-38.74664707
115578,YPF.Nq.AT-32(I),LOTE,-68.86381828,-38.74670765
115579,YPF.Nq.AT-33,QTUC,-68.86381675,-38.74169866
115580,YPF.Nq.AT-33,LOTE,-68.86381675,-38.74169866
115581,YPF.Nq.AT-34,LOTE,-68.84788363,-38.74665439
115582,YPF.Nq.AT-35,LOTE,-68.83917975,-38.76484437
115583,YPF.Nq.AT-36,LOTE,-68.84787421,-38.74035823
115584,YPF.Nq.AT-37,LOTE,-68.80692298,-38.77319379
115585,YPF.Nq.AT-39,LOTE,-68.85609143,-38.75283247
115586,YPF.Nq.AT-40,LOTE,-68.84040008,-38.75408945
115587,YPF.Nq.AT-41,LOTE,-68.83947663,-38.74294693
115588,YPF.Nq.AT-42,LOTE,-68.85711198,-38.74340951
115589,YPF.Nq.AT-43,QTUC,-68.85745867,-38.73750409
115590,YPF.Nq.AT-43,LOTE,-68.85745867,-38.73750409
115591,YPF.Nq.AT-44,QTUC,-68.86367091,-38.73371006
115592,YPF.Nq.AT-44,LOTE,-68.86367091,-38.73371006
115593,YPF.Nq.AT-45,LOTE,-68.87039383,-38.74510311
115594,YPF.Nq.AT-46,LOTE,-68.87175488,-38.73433176
115595,YPF.Nq.NG.x-127,QTUC,-68.89065654,-38.74572827
115596,YPF.Nq.LBi.x-1,LOTE,-69.01340161,-38.80212432
115597,YPF.Nq.LVi.x-1,LAJA,-69.4780190839,-38.83693003
115598,YPF.Nq.PMi.x-1,LAJA,-69.355657,-39.02805011
115599,YPF.Nq.PMi.e-2,LMOL,-69.34544238,-39.02446873
115600,YPF.Nq.PMi.e-3,LMOL,-69.36291107,-39.03290092
115601,YPF.Nq.PMi.a-6,LMOL,-69.36162643,-39.0278426
115602,YPF.Nq.NG-1,LOTE,-69.00456882,-38.75177874
115603,YPF.Nq.NG-2,LOTE,-68.94949868,-38.75311121
115604,YPF.Nq.NG-3,LOTE,-68.96326958,-38.7527072
115605,YPF.Nq.NG-4(I),LOTE,-68.92457358,-38.75197024
115606,YPF.Nq.NG.a-5,LOTE,-68.93791246,-38.74277221
115607,YPF.Nq.NG-6,LOTE,-68.97698269,-38.75231705
115608,YPF.Nq.NG-7,LOTE,-68.87314153,-38.75014257
115609,YPF.Nq.NG-8,LOTE,-68.83987514,-38.7597044
115610,YPF.Nq.NG-10,LOTE,-68.93815578,-38.7273864
115611,YPF.Nq.NG.a-11,LOTE,-68.93802238,-38.7220625
115612,YPF.Nq.NG.a-13,LOTE,-68.91589317,-38.73629059
115613,YPF.Nq.NG.a-14,LOTE,-68.99312685,-38.75187186
115614,YPF.Nq.NG-15,LOTE,-68.91225842,-38.75951523
115615,YPF.Nq.NG-16,LOTE,-68.89679299,-38.75734569
115616,YPF.Nq.NG-17,LOTE,-68.90377642,-38.74431652
115617,YPF.Nq.NG-18,LOTE,-68.95520842,-38.73933369
115618,YPF.Nq.NG-19,LOTE,-68.90287041,-38.72653096
115619,YPF.Nq.NG-20,LOTE,-68.88594049,-38.74003908
115620,YPF.Nq.NG-21,LOTE,-68.95536141,-38.72619327
115621,YPF.Nq.NG-21(I),LOTE,-68.94664223,-38.7325892
115622,YPF.Nq.NG-22,LOTE,-68.97263006,-38.72620561
115623,YPF.Nq.NG.a-26,LOTE,-68.86480473,-38.72390653
115624,YPF.Nq.NG-27,LOTE,-68.92349047,-38.72785507
115625,YPF.Nq.NG-28,LOTE,-68.98178231,-38.73966686
115626,YPF.Nq.NG-28(I),LOTE,-68.98180827,-38.73977388
115627,YPF.Nq.NG-29,QTUC,-68.86975532,-38.7394034
115628,YPF.Nq.NG-29,LOTE,-68.86975532,-38.7394034
115629,YPF.Nq.NG.a-34,QTUC,-68.85494132,-38.69672834
115630,YPF.Nq.NG.a-34,LOTE,-68.85494132,-38.69672834
115631,YPF.Nq.NG.a-35,QTUC,-68.93825326,-38.71432549
115632,YPF.Nq.NG.a-35,LOTE,-68.93825326,-38.71432549
115633,YPF.Nq.NG-36,LOTE,-68.89998023,-38.73616005
115634,YPF.Nq.NG-37,LOTE,-68.91345289,-38.72843639
115635,YPF.Nq.NG.xp-38,LOTE,-68.84832477,-38.75192364
115636,YPF.Nq.NG-39,LOTE,-68.92956542,-38.72737614
115637,YPF.Nq.NG-40,LOTE,-68.95832631,-38.72766558
115638,YPF.Nq.NG-41(I),LOTE,-68.88880461,-38.73496268
115639,YPF.Nq.NG-42,LOTE,-68.95202413,-38.72803249
115640,YPF.Nq.NG-43,LOTE,-68.94394056,-38.72838292
115641,YPF.Nq.NG-44,LOTE,-68.96516078,-38.7298195
115642,YPF.Nq.NG-45,LOTE,-68.95368338,-38.73189947
115643,YPF.Nq.NG-46,LOTE,-68.93734301,-38.73234587
115644,YPF.Nq.NG-47,LOTE,-68.92984242,-38.7322281
115645,YPF.Nq.NG-48,LOTE,-68.9232302,-38.73379137
115646,YPF.Nq.NG-49,LOTE,-68.90787308,-38.73471172
115647,YPF.Nq.NG-50,LOTE,-68.90335462,-38.73065845
115648,YPF.Nq.NG-51,QTUC,-68.89512935,-38.73120852
115649,YPF.Nq.NG-51,LOTE,-68.89512935,-38.73120852
115650,YPF.Nq.NG-52,LOTE,-68.88180278,-38.73322084
115651,YPF.Nq.NG-53,LOTE,-68.87754289,-38.73996086
115652,YPF.Nq.NG-54,LOTE,-68.87819813,-38.75696621
115653,YPF.Nq.NG-55,LOTE,-68.88467479,-38.75879512
115654,YPF.Nq.NG-56,LOTE,-68.97667672,-38.73451598
115655,YPF.Nq.NG-57,QTUC,-68.99228416,-38.74051704
115656,YPF.Nq.NG-57,LOTE,-68.99228416,-38.74051704
115657,YPF.Nq.NG-58,LOTE,-68.98456866,-38.73465116
115658,YPF.Nq.NG-59,LOTE,-68.89118259,-38.76290726
115659,YPF.Nq.NG-60,LOTE,-69.00053088,-38.73388864
115660,YPF.Nq.NG-61,LOTE,-68.87796248,-38.76306536
115661,YPF.Nq.NG-62,LOTE,-68.90418267,-38.76377441
115662,YPF.Nq.NG-64,LOTE,-68.91159759,-38.76510075
115663,YPF.Nq.NG-65,LOTE,-68.92053072,-38.76512888
115664,YPF.Nq.NG-66,LOTE,-68.92997708,-38.76508988
115665,YPF.Nq.NG.a-67,CENT,-69.01857891,-38.74612925
115666,YPF.Nq.NG.a-67,QTUC,-69.01857891,-38.74612925
115667,YPF.Nq.NG.a-68,LOTE,-68.8956204,-38.74939011
115668,YPF.Nq.NG-69,LOTE,-68.94101025,-38.7243251
115669,YPF.Nq.NG-70,LOTE,-68.91483945,-38.73259648
115670,YPF.Nq.NG-71,LOTE,-68.90941313,-38.73101597
115671,YPF.Nq.NG-72,LOTE,-68.89404226,-38.73529995
115672,YPF.Nq.NG-73,LOTE,-68.95899065,-38.73230502
115673,YPF.Nq.NG-74,LOTE,-69.00029422,-38.74029606
115674,YPF.Nq.NG-75,LOTE,-68.94845746,-38.73039112
115675,YPF.Nq.NG-76,QTUC,-69.00027793,-38.75290484
115676,YPF.Nq.NG-78,LOTE,-68.91866531,-38.72585209
115677,YPF.Nq.NG-79,LOTE,-68.87821734,-38.73496024
115678,YPF.Nq.NG-80,LOTE,-68.89762545,-38.76307523
115679,YPF.Nq.NG-81,LOTE,-68.97022665,-38.73254263
115680,YPF.Nq.NG-82,LOTE,-68.94854185,-38.72496823
115681,YPF.Nq.NG-83,LOTE,-68.94131556,-38.73064899
115682,YPF.Nq.NG-84,LOTE,-68.93454668,-38.7253576
115683,YPF.Nq.NG-85,LOTE,-68.9336561,-38.73089712
115684,YPF.Nq.NG-86,LOTE,-68.927026,-38.72536215
115685,YPF.Nq.NG-87,LOTE,-68.92604285,-38.73088354
115686,YPF.Nq.NG-88,LOTE,-68.91952226,-38.73077114
115687,YPF.Nq.NG-89,LOTE,-68.90790537,-38.72765664
115688,YPF.Nq.NG-90,LOTE,-68.88471255,-38.73675044
115689,YPF.Nq.NG-91,LOTE,-68.87475995,-38.7587651
115690,YPF.Nq.NG-92,LOTE,-68.96963007,-38.72910136
115691,YPF.Nq.NG-93,LOTE,-68.89059875,-38.73082873
115692,YPF.Nq.NG-94,LOTE,-68.95451004,-38.72500674
115693,YPF.Nq.NG-95,LOTE,-68.89924482,-38.73240392
115694,YPF.Nq.NG-96,LOTE,-68.95401411,-38.76312903
115695,YPF.Nq.NG-97,LOTE,-68.97468938,-38.73120147
115696,YPF.Nq.NG-98,LOTE,-68.96418833,-38.73350481
115697,YPF.Nq.NG-99,LOTE,-68.96245523,-38.72676616
115698,YPF.Nq.NG-100,LOTE,-68.9807382,-38.73269798
115699,YPF.Nq.NG-101,LOTE,-68.97227258,-38.73560591
115700,YPF.Nq.NG-102,LOTE,-68.88980646,-38.73751204
115701,YPF.Nq.NG-103,LOTE,-68.88597548,-38.73090538
115702,YPF.Nq.NG-104,LOTE,-68.97649761,-38.75816323
115703,YPF.Nq.NG-105,LOTE,-68.89412417,-38.7655043
115704,YPF.Nq.NG-106,LOTE,-68.93444174,-38.76467809
115705,YPF.Nq.NG-107,LOTE,-68.97352839,-38.760829
115706,YPF.Nq.NG-108,LOTE,-68.98823428,-38.74710301
115707,YPF.Nq.NG-109,LOTE,-68.88711097,-38.76206564
115708,YPF.Nq.NG-110,LOTE,-68.88020208,-38.75973549
115709,YPF.Nq.NG-111,LOTE,-68.91599844,-38.76424291
115710,YPF.Nq.NG-112,LOTE,-68.98547139,-38.75555549
115711,YPF.Nq.NG-113,LOTE,-68.98662402,-38.7382345
115712,YPF.Nq.NG-114,LOTE,-68.98048412,-38.73661648
115713,YPF.Nq.NG-115,LOTE,-68.98813079,-38.75312287
115714,YPF.Nq.NG-116,LOTE,-68.99098241,-38.75577809
115715,YPF.Nq.NG-117,LOTE,-68.98785274,-38.75858834
115716,YPF.Nq.NG-118,LOTE,-68.98277591,-38.75897191
115717,YPF.Nq.NG-119,LOTE,-68.95889287,-38.76242821
115718,YPF.Nq.NG-120,LOTE,-68.94903188,-38.76358638
115719,YPF.Nq.NG-121,LOTE,-68.88849919,-38.76458925
115720,YPF.Nq.NG-122,LOTE,-68.98535797,-38.74989521
115721,YPF.Nq.NG-123,LOTE,-68.99132972,-38.74435148
115722,YPF.Nq.NG-124,LOTE,-68.98799048,-38.74196312
115723,YPF.Nq.NG-125,LOTE,-68.96896009,-38.76254843
115724,YPF.Nq.NG-126,LOTE,-68.96443845,-38.76252912
115725,YPF.Nq.RDM.a-6,MULI,-69.363490648,-38.5735121806
115726,YPF.Nq.LLL-277,SBLA,-68.64949728,-38.48659756
115727,YPF.Nq.LLL-280,SBLA,-68.67193017,-38.49935344
115728,YPF.Nq.RDP.x-1,MULI,-69.36339182,-38.61521714
115729,YPF.Nq.LLL-297,SBLA,-68.7588721732,-38.4175850613
115730,YPF.Nq.LLL-297,LOTE,-68.75887098,-38.41758959
115731,YPF.Nq.LLL-362,QTUC,-68.79560029,-38.31191973
115732,YPF.Nq.LLL-363,QTUC,-68.77553153,-38.32426616
115733,YPF.Nq.RDM-4,MULI,-69.28680323,-38.54595112
115734,YPF.Nq.RDM-5,MULI,-69.28736508,-38.55514662
115735,YPF.Nq.LLL-278,SBLA,-68.64938186,-38.48659811
115736,YPF.Nq.LLL-349,SBLA,-68.67817782,-38.39267798
115737,YPF.Nq.LLL-276,SBLA,-68.61489613,-38.47052348
115738,YPF.Nq.LLL-295,SBLA,-68.61407706,-38.47019999
115739,YPF.Nq.LLL-281,SBLA,-68.6148471,-38.47058494
115740,YPF.Nq.LLL-358,QTUC,-68.75078029,-38.33688845
115741,YPF.Nq.LLL-357,QTUC,-68.77982816,-38.31853337
115742,YPF.Nq.LLL-303,SBLA,-68.68783196,-38.50027055
115743,YPF.Nq.LLL-360,SBLA,-68.71135017,-38.34821751
115744,YPF.Nq.RDM.x-3,MULI,-69.2757212,-38.55044313
115745,YPF.Nq.LLL-348,SBLA,-68.63827846,-38.42964086
115746,YPF.Nq.LLL-217,SBLA,-68.71746557,-38.48838555
115747,YPF.Nq.LLL-279,SBLA,-68.64936699,-38.48614242
115748,YPF.Nq.LLL-288,SBLA,-68.67114504,-38.43377824
115749,YPF.Nq.LLL-267,SBLA,-68.64835378,-38.45443781
115750,YPF.Nq.LLL-292,SBLA,-68.69223697,-38.4063651
115751,YPF.Nq.LLL-307,SBLA,-68.7073689,-38.35681818
115752,YPF.Nq.LLL-327,SBLA,-68.74707104,-38.32269612
115753,YPF.Nq.LLL-353,QTUC,-68.78265443,-38.31190321
115754,YPF.Nq.LLL-354,QTUC,-68.76063324,-38.33032861
115755,YPF.Nq.LLL-355,QTUC,-68.77107728,-38.32055791
115756,YPF.Nq.LLL-356,QTUC,-68.73669238,-38.3468317
115757,YPF.Nq.LLL-275,SBLA,-68.63541432,-38.45227792
115758,YPF.Nq.LLL.a-296,LOTE,-68.74866005,-38.42857433
115759,YPF.Nq.LLL-284,SBLA,-68.61412403,-38.47013718
115760,YPF.Nq.LLL-287,SBLA,-68.73659104,-38.34205783
115761,YPF.Nq.LLL-331,SBLA,-68.68885816,-38.3867483
115762,YPF.Nq.LLL-347,SBLA,-68.6215812,-38.43089375
115763,YPF.Nq.LLL-266,SBLA,-68.63580035,-38.4404788
115764,YPF.Nq.LLL-326,QTUC,-68.74571352,-38.3327794
115765,YPF.Nq.LLL-326,SBLA,-68.74571352,-38.3327794
115766,YPF.Nq.LLL-324,QTUC,-68.78829541,-38.33456449
115767,YPF.Nq.LLL-324,SBLA,-68.78829541,-38.33456449
115768,YPF.Nq.LLL-329,QTUC,-68.72283354,-38.3466922
115769,YPF.Nq.LLL-329,SBLA,-68.72283354,-38.3466922
115770,YPF.Nq.LLL-285,SBLA,-68.61211324,-38.45310809
115771,YPF.Nq.LLL-306,QTUC,-68.78738692,-38.30826134
115772,YPF.Nq.LLL-306,SBLA,-68.78738692,-38.30826134
115773,YPF.Nq.LLL-321,SBLA,-68.65611666,-38.40262367
115774,YPF.Nq.LLL-344,SBLA,-68.5807147,-38.43832239
115775,YPF.Nq.LLL-343,SBLA,-68.59268773,-38.46720242
115776,YPF.Nq.LLL-265,SBLA,-68.65720669,-38.41899571
115777,YPF.Nq.LLL-328,QTUC,-68.73363757,-38.33447192
115778,YPF.Nq.LLL-328,SBLA,-68.73363757,-38.33447192
115779,YPF.Nq.LCos.x-2,QTUC,-68.84990914,-38.31180792
115780,YPF.Nq.LLL-345,SBLA,-68.59073455,-38.45521967
115781,YPF.Nq.LLL-346,SBLA,-68.59004898,-38.44554371
115782,YPF.Nq.LLL-289,SBLA,-68.63653146,-38.41811084
115783,YPF.Nq.LLL-352,QTUC,-68.73378134,-38.34966216
115784,YPF.Nq.LLL-352,SBLA,-68.73378134,-38.34966216
115785,YPF.Nq.LLL-286,SBLA,-68.60999852,-38.44306941
115786,YPF.Nq.LLL-332,QTUC,-68.71923218,-38.35695079
115787,YPF.Nq.LLL-332,SBLA,-68.71923218,-38.35695079
115788,YPF.Nq.LLL-325,QTUC,-68.76446173,-38.32668052
115789,YPF.Nq.LLL-325,SBLA,-68.76446173,-38.32668052
115790,YPF.Nq.LLL-351,SBLA,-68.69915046,-38.38027514
115791,YPF.Nq.LLL.a-254,SBLA,-68.78633285,-38.46046564
115792,YPF.Nq.LLL.a-342,SBLA,-68.57894573,-38.44753856
115793,YPF.Nq.ELS.x-1,SBLA,-68.72973163,-38.62388305
115794,YPF.Nq.LLL-257,SBLA,-68.74452731,-38.44919995
115795,YPF.Nq.LLL-293,SBLA,-68.71952562,-38.45900482
115796,YPF.Nq.LLL-333,SBLA,-68.70794329,-38.36651461
115797,YPF.Nq.LCos.x-1,QTUC,-68.88162459,-38.30609659
